trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.4, 'e': 0.6703200460356393}",20,0,-81.33448957547512,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
2,False,"{'a': 0.4, 'e': 0.44932896411722156}",20,0,-102.53637234419077,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
3,False,"{'a': 0.4, 'e': 0.3011942119122021}",20,0,-105.6045937825068,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
4,False,"{'a': 0.4, 'e': 0.2018965179946554}",25,0,-73.10133828698741,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.4, 'e': 0.1353352832366127}",30,0,-158.55371218918395,"{0: 22, 1: 3, 2: 1, 3: 0, 4: 4}",0
6,False,"{'a': 0.4, 'e': 0.09071795328941248}",20,0,-32.79224960501247,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
7,False,"{'a': 0.4, 'e': 0.06081006262521796}",25,0,-26.29652805289142,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
8,False,"{'a': 0.4, 'e': 0.04076220397836622}",30,0,-89.62605489662674,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
9,False,"{'a': 0.4, 'e': 0.027323722447292562}",35,0,-133.17788717276338,"{0: 27, 1: 0, 2: 3, 3: 3, 4: 2}",0
10,False,"{'a': 0.4, 'e': 0.018315638888734186}",30,0,-147.16018050708806,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
11,False,"{'a': 0.4, 'e': 0.01227733990306844}",25,0,-109.85342328467448,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 2}",0
12,False,"{'a': 0.4, 'e': 0.008229747049020025}",20,0,3.776857075890768,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
13,False,"{'a': 0.4, 'e': 0.005516564420760773}",25,0,-107.72211799165555,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
14,False,"{'a': 0.4, 'e': 0.00369786371648293}",25,0,-19.623728024013467,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.4, 'e': 0.0024787521766663594}",25,0,29.26814420443857,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.4, 'e': 0.0016615572731739346}",20,0,-13.639183842897637,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
17,False,"{'a': 0.4, 'e': 0.0011137751478448026}",25,0,7.203141084298229,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
18,False,"{'a': 0.4, 'e': 0.0007465858083766795}",20,0,-32.83918859189422,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
19,False,"{'a': 0.4, 'e': 0.0005004514334406106}",20,0,-62.25810444583994,"{0: 16, 1: 0, 2: 0, 3: 4, 4: 0}",0
20,False,"{'a': 0.4, 'e': 0.00033546262790251196}",30,0,-115.82143418808985,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 3}",0
1,True,"{'a': 0, 'e': 0}",25,3,-103.68058294122477,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
2,True,"{'a': 0, 'e': 0}",25,0,27.445493548314975,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",25,0,-105.05653468187123,"{0: 20, 1: 0, 2: 1, 3: 2, 4: 2}",0
4,True,"{'a': 0, 'e': 0}",25,0,21.597570665742552,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",20,0,4.430519779797997,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",35,0,-51.34303488819907,"{0: 32, 1: 0, 2: 1, 3: 0, 4: 2}",0
7,True,"{'a': 0, 'e': 0}",20,0,-16.1087780517394,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",20,0,-40.03513718560918,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
9,True,"{'a': 0, 'e': 0}",20,0,-25.11499564926558,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
10,True,"{'a': 0, 'e': 0}",25,0,-29.800305900390093,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
11,True,"{'a': 0, 'e': 0}",25,0,-44.15927975538227,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
12,True,"{'a': 0, 'e': 0}",20,0,-17.742450183855365,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",30,0,5.910864525951766,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,0,-73.55504893268518,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
15,True,"{'a': 0, 'e': 0}",20,0,0.9207652777784283,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,0,-69.57304304499725,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
17,True,"{'a': 0, 'e': 0}",25,0,-66.06039318770833,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
18,True,"{'a': 0, 'e': 0}",25,0,-52.00991861492967,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
19,True,"{'a': 0, 'e': 0}",20,0,6.012951387595522,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",20,0,-42.08259578449308,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
21,True,"{'a': 0, 'e': 0}",20,0,-15.07046274987008,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
22,True,"{'a': 0, 'e': 0}",25,0,-15.443484585814407,"{0: 22, 1: 1, 2: 0, 3: 2, 4: 0}",0
23,True,"{'a': 0, 'e': 0}",20,0,-27.995535202149885,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
24,True,"{'a': 0, 'e': 0}",30,0,23.751380287741075,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
25,True,"{'a': 0, 'e': 0}",20,0,7.601178057344889,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",30,0,-48.279791722792474,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
27,True,"{'a': 0, 'e': 0}",20,0,-43.97640532005613,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
28,True,"{'a': 0, 'e': 0}",30,0,-27.109141313257215,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
29,True,"{'a': 0, 'e': 0}",20,0,-100.39811912832197,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
30,True,"{'a': 0, 'e': 0}",25,0,-74.60862592089843,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
31,True,"{'a': 0, 'e': 0}",25,0,-16.512756125103785,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
32,True,"{'a': 0, 'e': 0}",20,0,-33.83077037328826,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
33,True,"{'a': 0, 'e': 0}",30,0,-105.18339113969189,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 2}",0
34,True,"{'a': 0, 'e': 0}",20,0,-30.683539498074357,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
35,True,"{'a': 0, 'e': 0}",25,0,-33.47252443817075,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
36,True,"{'a': 0, 'e': 0}",30,0,34.7787580143442,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",20,0,-77.05593476089841,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
38,True,"{'a': 0, 'e': 0}",20,0,-65.3817975303657,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
39,True,"{'a': 0, 'e': 0}",20,0,-26.00910321098575,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
40,True,"{'a': 0, 'e': 0}",20,0,12.92298312092068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
41,True,"{'a': 0, 'e': 0}",35,0,-19.071220036523307,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
42,True,"{'a': 0, 'e': 0}",20,0,0.6587665326227501,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
43,True,"{'a': 0, 'e': 0}",20,0,-30.04152616933908,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
44,True,"{'a': 0, 'e': 0}",30,1,-6.460292636835076,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
45,True,"{'a': 0, 'e': 0}",30,0,-105.27989143181405,"{0: 24, 1: 1, 2: 1, 3: 2, 4: 2}",0
46,True,"{'a': 0, 'e': 0}",20,0,19.723415285319348,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
47,True,"{'a': 0, 'e': 0}",25,0,12.8294373789928,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",25,0,-56.63941475865835,"{0: 21, 1: 1, 2: 0, 3: 2, 4: 1}",0
49,True,"{'a': 0, 'e': 0}",20,16,8.467402313347241,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0, 'e': 0}",25,0,-11.715943156451026,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
51,True,"{'a': 0, 'e': 0}",35,0,-53.00315472197266,"{0: 30, 1: 1, 2: 2, 3: 1, 4: 1}",0
52,True,"{'a': 0, 'e': 0}",30,16,-2.90494955305011,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
53,True,"{'a': 0, 'e': 0}",25,0,0.8639268847835124,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
54,True,"{'a': 0, 'e': 0}",25,0,-77.65258901054446,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
55,True,"{'a': 0, 'e': 0}",30,0,-67.13049284654014,"{0: 24, 1: 2, 2: 1, 3: 2, 4: 1}",1
56,True,"{'a': 0, 'e': 0}",20,0,-29.65662874979611,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
57,True,"{'a': 0, 'e': 0}",25,8,2.603883367136591,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
58,True,"{'a': 0, 'e': 0}",20,6,21.9959019040659,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0, 'e': 0}",20,0,0.838650632419105,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
60,True,"{'a': 0, 'e': 0}",20,0,-28.41543185354306,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
61,True,"{'a': 0, 'e': 0}",25,0,26.148390245925484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
62,True,"{'a': 0, 'e': 0}",25,0,-116.98105050358225,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
63,True,"{'a': 0, 'e': 0}",20,0,-62.71040859843789,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
64,True,"{'a': 0, 'e': 0}",25,0,-54.10179036269844,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
65,True,"{'a': 0, 'e': 0}",25,0,8.759968308305712,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,True,"{'a': 0, 'e': 0}",25,0,29.649332553525454,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
67,True,"{'a': 0, 'e': 0}",30,0,2.3172249644292,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
68,True,"{'a': 0, 'e': 0}",25,0,-24.54699113761047,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
69,True,"{'a': 0, 'e': 0}",20,0,-44.23386914026178,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
70,True,"{'a': 0, 'e': 0}",25,0,-94.90678890223795,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
71,True,"{'a': 0, 'e': 0}",25,0,-38.47195893733448,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
72,True,"{'a': 0, 'e': 0}",30,0,-126.7912167459135,"{0: 25, 1: 0, 2: 0, 3: 2, 4: 3}",0
73,True,"{'a': 0, 'e': 0}",20,0,-81.41305381464424,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
74,True,"{'a': 0, 'e': 0}",20,0,4.413797067592741,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
75,True,"{'a': 0, 'e': 0}",25,0,-61.963261513028286,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
76,True,"{'a': 0, 'e': 0}",30,0,-98.73452654255611,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 3}",0
77,True,"{'a': 0, 'e': 0}",20,0,30.17245957571832,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
78,True,"{'a': 0, 'e': 0}",20,0,-49.64020590549288,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
79,True,"{'a': 0, 'e': 0}",35,0,-38.854025738405156,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 1}",0
80,True,"{'a': 0, 'e': 0}",20,0,-61.48241145941728,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
81,True,"{'a': 0, 'e': 0}",25,0,-22.955858484414772,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
82,True,"{'a': 0, 'e': 0}",20,0,-21.283641911030696,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
83,True,"{'a': 0, 'e': 0}",25,0,-18.745003222366982,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
84,True,"{'a': 0, 'e': 0}",25,0,-62.69461693192409,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
85,True,"{'a': 0, 'e': 0}",25,0,-104.37963645185516,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
86,True,"{'a': 0, 'e': 0}",25,0,-69.22001041319497,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
87,True,"{'a': 0, 'e': 0}",25,0,36.61258991320766,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
88,True,"{'a': 0, 'e': 0}",25,0,-3.4705752720446923,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
89,True,"{'a': 0, 'e': 0}",30,0,-8.7551287466214,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
90,True,"{'a': 0, 'e': 0}",20,13,11.562182546550183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0, 'e': 0}",25,0,-117.82906559095142,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
92,True,"{'a': 0, 'e': 0}",20,0,18.741556942856942,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
93,True,"{'a': 0, 'e': 0}",25,0,16.702551043344346,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
94,True,"{'a': 0, 'e': 0}",25,0,-86.50537310104096,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
95,True,"{'a': 0, 'e': 0}",20,0,-108.27722485203577,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
96,True,"{'a': 0, 'e': 0}",20,0,-13.180081218667357,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
97,True,"{'a': 0, 'e': 0}",20,0,22.529899907807476,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
98,True,"{'a': 0, 'e': 0}",25,0,24.70449780827441,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,True,"{'a': 0, 'e': 0}",25,0,-40.966898442077465,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
100,True,"{'a': 0, 'e': 0}",20,0,-38.125434066594174,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
101,True,"{'a': 0, 'e': 0}",25,19,-33.94139399572924,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
102,True,"{'a': 0, 'e': 0}",20,0,-28.901534250876367,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
103,True,"{'a': 0, 'e': 0}",25,0,28.095043602244683,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,True,"{'a': 0, 'e': 0}",25,4,-61.35008762879944,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
105,True,"{'a': 0, 'e': 0}",20,0,-26.845704188378445,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
106,True,"{'a': 0, 'e': 0}",20,0,17.17817066995141,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
107,True,"{'a': 0, 'e': 0}",20,0,-14.78101120732932,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
108,True,"{'a': 0, 'e': 0}",30,0,-11.032035699717863,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 1}",0
109,True,"{'a': 0, 'e': 0}",25,0,11.487162412443736,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
110,True,"{'a': 0, 'e': 0}",25,0,-9.029800208491153,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
111,True,"{'a': 0, 'e': 0}",25,0,7.478010240529833,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
112,True,"{'a': 0, 'e': 0}",20,0,-78.04678846721406,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
113,True,"{'a': 0, 'e': 0}",20,0,-54.70433423530746,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
114,True,"{'a': 0, 'e': 0}",30,0,-4.105973836265414,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
115,True,"{'a': 0, 'e': 0}",25,0,-10.454706555075157,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
116,True,"{'a': 0, 'e': 0}",20,0,-19.290418784103537,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
117,True,"{'a': 0, 'e': 0}",20,0,-81.56342933447958,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
118,True,"{'a': 0, 'e': 0}",20,0,-45.40462751744569,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
119,True,"{'a': 0, 'e': 0}",30,0,-66.68264377192675,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
120,True,"{'a': 0, 'e': 0}",25,0,-21.126004209361,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
121,True,"{'a': 0, 'e': 0}",25,0,-66.40035964546186,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
122,True,"{'a': 0, 'e': 0}",20,0,11.50085609839761,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
123,True,"{'a': 0, 'e': 0}",20,0,-80.07560831125102,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 2}",0
124,True,"{'a': 0, 'e': 0}",25,0,-54.360220197235456,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
125,True,"{'a': 0, 'e': 0}",30,0,-52.58663729309864,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
126,True,"{'a': 0, 'e': 0}",25,1,-55.45733517172778,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 2}",1
127,True,"{'a': 0, 'e': 0}",30,0,-30.626422042127214,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
128,True,"{'a': 0, 'e': 0}",20,0,-32.42381640130321,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
129,True,"{'a': 0, 'e': 0}",25,0,8.372760700724516,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
130,True,"{'a': 0, 'e': 0}",25,0,1.5964170773840938,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
131,True,"{'a': 0, 'e': 0}",20,0,-67.81817823769359,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
132,True,"{'a': 0, 'e': 0}",20,0,-15.16038992658673,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
133,True,"{'a': 0, 'e': 0}",30,0,-78.21604051975628,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
134,True,"{'a': 0, 'e': 0}",20,8,-6.043790114369024,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,True,"{'a': 0, 'e': 0}",20,2,22.65930482282775,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0, 'e': 0}",35,0,-32.9011763853883,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
137,True,"{'a': 0, 'e': 0}",20,0,15.880731415249429,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
138,True,"{'a': 0, 'e': 0}",30,0,-44.45245231866424,"{0: 26, 1: 2, 2: 0, 3: 1, 4: 1}",0
139,True,"{'a': 0, 'e': 0}",20,0,-44.25500240851601,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
140,True,"{'a': 0, 'e': 0}",20,0,22.222754817891023,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,True,"{'a': 0, 'e': 0}",25,0,-10.890348187598493,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
142,True,"{'a': 0, 'e': 0}",20,0,-1.761832137739598,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
143,True,"{'a': 0, 'e': 0}",30,0,-30.96908071056328,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
144,True,"{'a': 0, 'e': 0}",20,0,10.081058180779905,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
145,True,"{'a': 0, 'e': 0}",30,0,-48.828729356254826,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
146,True,"{'a': 0, 'e': 0}",20,0,-23.575933092058786,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
147,True,"{'a': 0, 'e': 0}",20,0,-25.052593787654224,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
148,True,"{'a': 0, 'e': 0}",20,0,25.77087228532194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
149,True,"{'a': 0, 'e': 0}",20,0,-109.23581124386429,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
150,True,"{'a': 0, 'e': 0}",25,0,-8.275013316922815,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
151,True,"{'a': 0, 'e': 0}",20,0,-6.584300781652251,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
152,True,"{'a': 0, 'e': 0}",30,0,23.199543399847034,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
153,True,"{'a': 0, 'e': 0}",20,0,-14.245888290055655,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
154,True,"{'a': 0, 'e': 0}",20,0,-19.795049758450716,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
155,True,"{'a': 0, 'e': 0}",30,0,-31.111149121250698,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
156,True,"{'a': 0, 'e': 0}",20,0,18.210870803691922,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
157,True,"{'a': 0, 'e': 0}",20,0,-5.254067147052087,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
158,True,"{'a': 0, 'e': 0}",25,0,-31.711278861628035,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
159,True,"{'a': 0, 'e': 0}",25,0,-27.58057210630485,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
160,True,"{'a': 0, 'e': 0}",25,0,16.732472403617482,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
161,True,"{'a': 0, 'e': 0}",20,0,17.53165250443897,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,True,"{'a': 0, 'e': 0}",25,0,-10.60943399540198,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
163,True,"{'a': 0, 'e': 0}",20,0,20.823052696621133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
164,True,"{'a': 0, 'e': 0}",35,0,23.002454011457427,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
165,True,"{'a': 0, 'e': 0}",30,0,-18.02119241117963,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
166,True,"{'a': 0, 'e': 0}",35,0,-63.68424176008503,"{0: 29, 1: 2, 2: 2, 3: 1, 4: 1}",0
167,True,"{'a': 0, 'e': 0}",20,0,4.851790449404799,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
168,True,"{'a': 0, 'e': 0}",35,19,-3.8756663896019323,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
169,True,"{'a': 0, 'e': 0}",20,0,-44.062200537084934,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
170,True,"{'a': 0, 'e': 0}",20,0,-16.69171526740265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
171,True,"{'a': 0, 'e': 0}",25,0,-14.326313125168525,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
172,True,"{'a': 0, 'e': 0}",25,0,22.453651819270732,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
173,True,"{'a': 0, 'e': 0}",25,0,-9.093344082170228,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
174,True,"{'a': 0, 'e': 0}",25,0,-96.03739892321255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
175,True,"{'a': 0, 'e': 0}",25,0,-28.29900617897516,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
176,True,"{'a': 0, 'e': 0}",30,0,13.461378446117216,"{0: 27, 1: 2, 2: 1, 3: 0, 4: 0}",0
177,True,"{'a': 0, 'e': 0}",25,0,17.4680667316312,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
178,True,"{'a': 0, 'e': 0}",20,0,21.38582341805317,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
179,True,"{'a': 0, 'e': 0}",35,9,-40.10825079321884,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 1}",1
180,True,"{'a': 0, 'e': 0}",25,0,-4.082691613247542,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
181,True,"{'a': 0, 'e': 0}",20,0,-15.984648281585349,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
182,True,"{'a': 0, 'e': 0}",25,0,-32.29138115615459,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
183,True,"{'a': 0, 'e': 0}",20,0,-34.372552193728836,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
184,True,"{'a': 0, 'e': 0}",20,0,21.97054520411927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
185,True,"{'a': 0, 'e': 0}",30,0,-148.9835928516584,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 4}",0
186,True,"{'a': 0, 'e': 0}",20,0,-31.48137545786964,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
