trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
187,True,"{'a': 0, 'e': 0}",30,0,-91.19503916070013,"{0: 22, 1: 2, 2: 3, 3: 2, 4: 1}",0
188,True,"{'a': 0, 'e': 0}",20,0,-73.99866641735211,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
189,True,"{'a': 0, 'e': 0}",30,0,32.27819982649,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
190,True,"{'a': 0, 'e': 0}",20,0,27.695288325587423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
191,True,"{'a': 0, 'e': 0}",30,0,-54.82285884995912,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
192,True,"{'a': 0, 'e': 0}",20,0,-64.00763914942137,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
193,True,"{'a': 0, 'e': 0}",20,0,-76.55588389776332,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
194,True,"{'a': 0, 'e': 0}",20,0,-22.109211098871118,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
195,True,"{'a': 0, 'e': 0}",25,0,-57.987302562960664,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",1
196,True,"{'a': 0, 'e': 0}",20,0,-21.457950031637562,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
197,True,"{'a': 0, 'e': 0}",25,0,-4.071955945191577,"{0: 22, 1: 2, 2: 0, 3: 1, 4: 0}",0
198,True,"{'a': 0, 'e': 0}",25,0,16.064899313952672,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
199,True,"{'a': 0, 'e': 0}",25,0,-39.60280451113944,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
200,True,"{'a': 0, 'e': 0}",20,0,-65.34465199435591,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
201,True,"{'a': 0, 'e': 0}",20,0,-16.13932746223828,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
202,True,"{'a': 0, 'e': 0}",25,0,-4.64866565930829,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
203,True,"{'a': 0, 'e': 0}",30,18,5.033600742404785,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,True,"{'a': 0, 'e': 0}",35,0,18.262644911036038,"{0: 33, 1: 1, 2: 1, 3: 0, 4: 0}",0
205,True,"{'a': 0, 'e': 0}",20,5,23.299513941472583,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,True,"{'a': 0, 'e': 0}",30,0,-17.9488083991566,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
207,True,"{'a': 0, 'e': 0}",20,0,-7.070412841805055,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
208,True,"{'a': 0, 'e': 0}",25,0,-24.533612936384433,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
209,True,"{'a': 0, 'e': 0}",25,0,-99.82359367639167,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
210,True,"{'a': 0, 'e': 0}",25,0,19.2491965133471,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
211,True,"{'a': 0, 'e': 0}",20,1,-63.98100614150289,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
212,True,"{'a': 0, 'e': 0}",20,3,15.920693781315455,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,True,"{'a': 0, 'e': 0}",25,0,-76.69556308451311,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
214,True,"{'a': 0, 'e': 0}",20,0,-40.83342665934398,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
215,True,"{'a': 0, 'e': 0}",20,0,-28.247627397972245,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
216,True,"{'a': 0, 'e': 0}",30,16,-36.4279557688518,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
217,True,"{'a': 0, 'e': 0}",25,0,-52.26130415389174,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
218,True,"{'a': 0, 'e': 0}",30,0,-8.173872952678016,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
219,True,"{'a': 0, 'e': 0}",35,13,-0.8390859736430594,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,True,"{'a': 0, 'e': 0}",20,0,18.204195902074662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,True,"{'a': 0, 'e': 0}",25,0,-5.429865627454804,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
222,True,"{'a': 0, 'e': 0}",20,0,-25.559230098163226,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
223,True,"{'a': 0, 'e': 0}",25,0,25.32757390406426,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
224,True,"{'a': 0, 'e': 0}",30,17,19.44030989963992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,True,"{'a': 0, 'e': 0}",20,0,21.21930223721343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,True,"{'a': 0, 'e': 0}",25,13,2.657611315172338,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
227,True,"{'a': 0, 'e': 0}",30,0,-36.967837782566846,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
228,True,"{'a': 0, 'e': 0}",20,0,-1.4208398357260803,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
229,True,"{'a': 0, 'e': 0}",20,11,3.4834264357950078,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,True,"{'a': 0, 'e': 0}",20,0,10.001291491423917,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
231,True,"{'a': 0, 'e': 0}",25,0,-64.52477881279735,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
232,True,"{'a': 0, 'e': 0}",25,0,-92.34978098333288,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 2}",0
233,True,"{'a': 0, 'e': 0}",20,0,-103.05085564454791,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
234,True,"{'a': 0, 'e': 0}",35,0,-8.01856471674279,"{0: 33, 1: 1, 2: 0, 3: 0, 4: 1}",0
235,True,"{'a': 0, 'e': 0}",30,0,-12.172944190605607,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
236,True,"{'a': 0, 'e': 0}",20,0,-41.184164329414074,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
237,True,"{'a': 0, 'e': 0}",25,4,31.296468854146436,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,True,"{'a': 0, 'e': 0}",20,3,23.82039762535857,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,True,"{'a': 0, 'e': 0}",25,0,31.638679517324658,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
240,True,"{'a': 0, 'e': 0}",20,11,10.789282111866045,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
241,True,"{'a': 0, 'e': 0}",35,0,-58.461802235931636,"{0: 31, 1: 0, 2: 1, 3: 2, 4: 1}",0
242,True,"{'a': 0, 'e': 0}",20,0,12.950931256017833,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
243,True,"{'a': 0, 'e': 0}",25,0,-17.21199132705064,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
244,True,"{'a': 0, 'e': 0}",25,0,-91.19802474528025,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
245,True,"{'a': 0, 'e': 0}",20,11,-28.609016794720997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
246,True,"{'a': 0, 'e': 0}",25,0,-31.46812644953057,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
247,True,"{'a': 0, 'e': 0}",25,0,26.860252479216694,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,True,"{'a': 0, 'e': 0}",30,0,29.437855409265225,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,True,"{'a': 0, 'e': 0}",25,0,-103.9892526858291,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 3}",0
250,True,"{'a': 0, 'e': 0}",20,0,-100.10155189430651,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
251,True,"{'a': 0, 'e': 0}",25,0,10.384707878177089,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
252,True,"{'a': 0, 'e': 0}",20,0,-15.107166815181762,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
253,True,"{'a': 0, 'e': 0}",25,13,17.147448626433384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,True,"{'a': 0, 'e': 0}",20,0,-69.27466083298285,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
255,True,"{'a': 0, 'e': 0}",25,0,-12.055371598766062,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
256,True,"{'a': 0, 'e': 0}",25,0,-54.37515716920131,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
257,True,"{'a': 0, 'e': 0}",20,0,29.589893698006556,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
258,True,"{'a': 0, 'e': 0}",30,0,2.200842280060643,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
259,True,"{'a': 0, 'e': 0}",25,18,15.110678559010676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,True,"{'a': 0, 'e': 0}",25,0,12.143098787541064,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,True,"{'a': 0, 'e': 0}",20,0,-47.51164433009151,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
262,True,"{'a': 0, 'e': 0}",25,0,-76.96328445544226,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
263,True,"{'a': 0, 'e': 0}",25,0,-36.24576038696223,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
264,True,"{'a': 0, 'e': 0}",20,0,-18.927294752487214,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
265,True,"{'a': 0, 'e': 0}",30,0,-43.47225738283845,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
266,True,"{'a': 0, 'e': 0}",25,0,21.395198311478687,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
267,True,"{'a': 0, 'e': 0}",20,0,-57.68035647136215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
268,True,"{'a': 0, 'e': 0}",20,0,-43.025958635957046,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
269,True,"{'a': 0, 'e': 0}",30,0,-76.16435649412479,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 2}",0
270,True,"{'a': 0, 'e': 0}",25,0,-27.14922467931839,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
271,True,"{'a': 0, 'e': 0}",35,0,-40.562749820641706,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 2}",0
272,True,"{'a': 0, 'e': 0}",20,0,-163.72468613328942,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
273,True,"{'a': 0, 'e': 0}",25,20,10.038281793057408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,True,"{'a': 0, 'e': 0}",20,10,16.05583503735404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,True,"{'a': 0, 'e': 0}",35,0,31.1434901878706,"{0: 34, 1: 1, 2: 0, 3: 0, 4: 0}",0
276,True,"{'a': 0, 'e': 0}",20,0,-123.6057494216329,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
277,True,"{'a': 0, 'e': 0}",30,0,16.06256615230251,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
278,True,"{'a': 0, 'e': 0}",20,0,-2.190919766330233,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
279,True,"{'a': 0, 'e': 0}",25,0,-30.405233908789786,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
280,True,"{'a': 0, 'e': 0}",20,0,-27.655611286203627,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
281,True,"{'a': 0, 'e': 0}",20,0,5.423534054436556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
282,True,"{'a': 0, 'e': 0}",25,0,-12.564956216309689,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
283,True,"{'a': 0, 'e': 0}",25,0,-11.141053518768459,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
284,True,"{'a': 0, 'e': 0}",25,0,-67.10159518535329,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
285,True,"{'a': 0, 'e': 0}",25,0,-35.979118706429325,"{0: 21, 1: 1, 2: 1, 3: 2, 4: 0}",0
286,True,"{'a': 0, 'e': 0}",25,6,-62.76072557789391,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 2}",1
287,True,"{'a': 0, 'e': 0}",20,0,-17.157362606048814,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
288,True,"{'a': 0, 'e': 0}",20,0,8.51653330268089,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
289,True,"{'a': 0, 'e': 0}",25,0,-6.822654115212862,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
290,True,"{'a': 0, 'e': 0}",20,0,-36.5954760449872,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
291,True,"{'a': 0, 'e': 0}",20,0,10.218089755787801,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
292,True,"{'a': 0, 'e': 0}",30,0,-24.105737637104035,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
293,True,"{'a': 0, 'e': 0}",20,3,29.71956327731859,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,True,"{'a': 0, 'e': 0}",20,0,-49.68523009816612,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
295,True,"{'a': 0, 'e': 0}",25,0,18.636661096588327,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
296,True,"{'a': 0, 'e': 0}",20,0,-137.61395596609785,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
297,True,"{'a': 0, 'e': 0}",25,0,-101.74639071092072,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
298,True,"{'a': 0, 'e': 0}",20,0,-39.47890005921637,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
299,True,"{'a': 0, 'e': 0}",20,0,-43.1108637700282,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
300,True,"{'a': 0, 'e': 0}",20,0,-28.709443547859824,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
301,True,"{'a': 0, 'e': 0}",20,0,-15.989888538940779,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
302,True,"{'a': 0, 'e': 0}",25,4,-70.93927432677445,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 1}",1
303,True,"{'a': 0, 'e': 0}",30,0,17.80822508143336,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
304,True,"{'a': 0, 'e': 0}",30,0,34.79996866217394,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,True,"{'a': 0, 'e': 0}",25,0,2.8029228543428375,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
306,True,"{'a': 0, 'e': 0}",30,0,-57.43376184448545,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 2}",0
307,True,"{'a': 0, 'e': 0}",20,0,-54.427584425875146,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
308,True,"{'a': 0, 'e': 0}",25,0,6.9291983903048955,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
309,True,"{'a': 0, 'e': 0}",20,0,-27.178398141829458,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
310,True,"{'a': 0, 'e': 0}",30,1,-59.80033196311365,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 1}",1
311,True,"{'a': 0, 'e': 0}",30,0,-102.28164954222257,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
312,True,"{'a': 0, 'e': 0}",25,0,-19.53949040187791,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
313,True,"{'a': 0, 'e': 0}",20,5,27.17301585536932,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,True,"{'a': 0, 'e': 0}",20,11,5.628030114638207,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,True,"{'a': 0, 'e': 0}",20,0,-35.44766344047852,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
316,True,"{'a': 0, 'e': 0}",25,0,16.668531373682736,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
317,True,"{'a': 0, 'e': 0}",25,14,-7.019386000077464,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
318,True,"{'a': 0, 'e': 0}",25,0,14.279829893231195,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
319,True,"{'a': 0, 'e': 0}",25,0,-99.60883452520888,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 3}",0
320,True,"{'a': 0, 'e': 0}",30,0,-8.216477209203722,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
321,True,"{'a': 0, 'e': 0}",35,0,33.12655630512231,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
322,True,"{'a': 0, 'e': 0}",30,17,15.909023751105059,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,True,"{'a': 0, 'e': 0}",25,0,-42.70116232106391,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
324,True,"{'a': 0, 'e': 0}",25,0,-91.88750803641935,"{0: 19, 1: 3, 2: 0, 3: 1, 4: 2}",0
325,True,"{'a': 0, 'e': 0}",25,8,2.6600806269834565,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,True,"{'a': 0, 'e': 0}",20,0,23.5696142765785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,True,"{'a': 0, 'e': 0}",20,0,26.148922470752474,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
328,True,"{'a': 0, 'e': 0}",35,0,-41.49979968794054,"{0: 32, 1: 0, 2: 1, 3: 1, 4: 1}",0
329,True,"{'a': 0, 'e': 0}",30,0,-26.841716566253368,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
330,True,"{'a': 0, 'e': 0}",25,0,-27.2469476328756,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
331,True,"{'a': 0, 'e': 0}",20,0,-50.29232670889967,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
332,True,"{'a': 0, 'e': 0}",25,0,25.53477220371289,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
333,True,"{'a': 0, 'e': 0}",20,0,-15.355691828194244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
334,True,"{'a': 0, 'e': 0}",20,0,-35.90796373300645,"{0: 17, 1: 0, 2: 0, 3: 3, 4: 0}",0
335,True,"{'a': 0, 'e': 0}",25,0,-75.59312645409483,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
336,True,"{'a': 0, 'e': 0}",20,0,20.494205867512097,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
337,True,"{'a': 0, 'e': 0}",20,0,-45.46781401165589,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
338,True,"{'a': 0, 'e': 0}",25,0,-12.106029467541962,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
339,True,"{'a': 0, 'e': 0}",30,0,-101.4444787939742,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
340,True,"{'a': 0, 'e': 0}",30,0,-33.1057364943369,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
341,True,"{'a': 0, 'e': 0}",25,13,13.107856105517834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,True,"{'a': 0, 'e': 0}",20,0,19.276972734245756,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
343,True,"{'a': 0, 'e': 0}",20,0,-41.47856339530309,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
344,True,"{'a': 0, 'e': 0}",20,0,21.048414252885518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
345,True,"{'a': 0, 'e': 0}",20,0,18.915562725755674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
346,True,"{'a': 0, 'e': 0}",35,0,-41.636061153295486,"{0: 32, 1: 0, 2: 0, 3: 2, 4: 1}",0
347,True,"{'a': 0, 'e': 0}",25,0,-50.26371799667479,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
348,True,"{'a': 0, 'e': 0}",30,0,-21.361829334664467,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
349,True,"{'a': 0, 'e': 0}",20,0,-24.537918315400812,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
350,True,"{'a': 0, 'e': 0}",20,0,-39.07926513830716,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
351,True,"{'a': 0, 'e': 0}",20,0,-0.4579955809381321,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
352,True,"{'a': 0, 'e': 0}",20,0,-26.55060372214269,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
353,True,"{'a': 0, 'e': 0}",25,18,11.802539342142666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,True,"{'a': 0, 'e': 0}",20,0,-15.757784093883878,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
355,True,"{'a': 0, 'e': 0}",20,0,9.673983496447416,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
356,True,"{'a': 0, 'e': 0}",25,0,-11.674851329198361,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
357,True,"{'a': 0, 'e': 0}",25,12,-44.78340188425834,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
358,True,"{'a': 0, 'e': 0}",25,0,25.863881165668158,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
359,True,"{'a': 0, 'e': 0}",25,0,-5.270446344391697,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
360,True,"{'a': 0, 'e': 0}",20,0,-10.233524057828959,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
361,True,"{'a': 0, 'e': 0}",20,0,1.84827936424598,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
362,True,"{'a': 0, 'e': 0}",25,0,-22.862112458614394,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
363,True,"{'a': 0, 'e': 0}",35,0,-89.54553604976496,"{0: 29, 1: 0, 2: 4, 3: 0, 4: 2}",0
364,True,"{'a': 0, 'e': 0}",20,0,-54.946778281231076,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
365,True,"{'a': 0, 'e': 0}",20,0,-31.440920268651045,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
366,True,"{'a': 0, 'e': 0}",20,0,-20.231377977293754,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
367,True,"{'a': 0, 'e': 0}",35,0,-43.39016702806593,"{0: 31, 1: 0, 2: 2, 3: 1, 4: 1}",0
368,True,"{'a': 0, 'e': 0}",30,0,-1.5999414701138874,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
369,True,"{'a': 0, 'e': 0}",25,0,8.577276995011404,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
370,True,"{'a': 0, 'e': 0}",20,0,-22.980783944129854,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
371,True,"{'a': 0, 'e': 0}",20,15,10.24928622821219,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,True,"{'a': 0, 'e': 0}",30,0,-10.179089610462073,"{0: 28, 1: 0, 2: 0, 3: 2, 4: 0}",0
373,True,"{'a': 0, 'e': 0}",25,0,-103.57929106503431,"{0: 20, 1: 1, 2: 0, 3: 2, 4: 2}",0
374,True,"{'a': 0, 'e': 0}",25,0,-9.144787962609373,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
375,True,"{'a': 0, 'e': 0}",20,0,12.186759422111024,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
376,True,"{'a': 0, 'e': 0}",25,0,-19.11275597747906,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
377,True,"{'a': 0, 'e': 0}",25,0,-22.327393113543224,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
378,True,"{'a': 0, 'e': 0}",30,0,12.287322400298995,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
379,True,"{'a': 0, 'e': 0}",35,0,-23.689693653516848,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
380,True,"{'a': 0, 'e': 0}",30,13,-40.3640198558708,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
381,True,"{'a': 0, 'e': 0}",30,0,34.86203160547064,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,True,"{'a': 0, 'e': 0}",25,0,31.597232942524876,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
383,True,"{'a': 0, 'e': 0}",25,9,-18.073578261833745,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
384,True,"{'a': 0, 'e': 0}",20,5,-32.81441257658091,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
385,True,"{'a': 0, 'e': 0}",30,1,-0.29766422427129835,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
386,True,"{'a': 0, 'e': 0}",25,20,8.587223716116103,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,True,"{'a': 0, 'e': 0}",25,0,-12.545307735134287,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
388,True,"{'a': 0, 'e': 0}",25,0,21.249496955992942,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
389,True,"{'a': 0, 'e': 0}",30,0,3.9568116818078582,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
390,True,"{'a': 0, 'e': 0}",25,0,-26.591438821459434,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
391,True,"{'a': 0, 'e': 0}",25,0,-38.09958067883479,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
392,True,"{'a': 0, 'e': 0}",35,18,24.754936639330907,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,True,"{'a': 0, 'e': 0}",30,0,20.461761421554527,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
394,True,"{'a': 0, 'e': 0}",20,0,-82.17136622910338,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
395,True,"{'a': 0, 'e': 0}",25,0,-58.036943072612225,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
